id_venda,data_venda,modelo,categoria,preco_venda,custo,lucro,canal_venda,campanha
1008,2024-05-01 18:13:27,S-400,Sedan,156005.74,111176.39,44829.35,Parceiros,
1009,2024-05-01 17:28:56,S-400,Sedan,142954.03,116277.45,26676.57,Showroom,
1010,2024-05-01 15:14:26,S-400,Sedan,145845.24,116916.92,28928.32,Showroom,
1011,2024-05-01 14:21:52,S-400,Sedan,160338.52,112890.91,47447.61,Showroom,
1012,2024-05-01 18:29:25,S-600,Sedan,190735.33,145679.42,45055.91,Online,
1013,2024-05-01 15:26:46,H-100,Hatch,89005.31,67640.47,21364.84,Showroom,
1014,2024-05-01 13:06:20,S-600,Sedan,193312.48,148989.2,44323.29,Showroom,
1015,2024-05-01 10:27:20,E-2,Elétrico,338495.98,262114.4,76381.58,Showroom,
1016,2024-05-02 16:42:16,X-700,SUV,237736.2,182829.56,54906.64,Showroom,
1017,2024-05-02 14:23:09,H-300,Hatch,115594.6,89617.87,25976.73,Online,
1018,2024-05-02 15:43:59,E-2,Elétrico,340279.72,262672.19,77607.52,Showroom,
1019,2024-05-02 19:30:04,E-1,Elétrico,268428.76,238784.7,29644.06,Parceiros,
1020,2024-05-02 15:05:53,H-300,Hatch,110436.22,89432.13,21004.09,Showroom,
1021,2024-05-03 19:05:05,H-300,Hatch,124386.0,91453.77,32932.23,Showroom,
1022,2024-05-03 13:27:06,P-900,Pickup,273430.56,210188.16,63242.4,Online,
1023,2024-05-03 14:47:47,S-600,Sedan,216238.85,151724.26,64514.59,Online,
1024,2024-05-03 16:23:51,S-600,Sedan,215080.12,147658.02,67422.1,Showroom,
1025,2024-05-03 15:08:35,E-2,Elétrico,313696.49,262326.48,51370.01,Showroom,
1026,2024-05-03 18:03:37,P-900,Pickup,276897.11,211801.09,65096.02,Online,
1027,2024-05-03 15:35:35,X-500,SUV,169050.77,130457.8,38592.97,Online,
1028,2024-05-04 16:21:42,X-700,SUV,259295.65,186347.57,72948.08,Showroom,
1029,2024-05-04 13:07:26,S-600,Sedan,193071.35,149754.93,43316.41,Parceiros,
1030,2024-05-04 16:22:55,S-400,Sedan,154571.45,107250.61,47320.83,Showroom,
1031,2024-05-04 15:42:48,E-1,Elétrico,323155.47,225576.37,97579.09,Online,
1032,2024-05-04 13:27:55,S-600,Sedan,200844.67,145188.35,55656.31,Showroom,
1033,2024-05-05 11:58:46,S-600,Sedan,199829.94,152272.59,47557.34,Showroom,
1034,2024-05-05 13:03:18,S-600,Sedan,206269.55,148753.26,57516.29,Online,
1035,2024-05-06 18:38:19,S-400,Sedan,144248.52,112729.74,31518.78,Online,
1036,2024-05-06 19:22:06,P-800,Pickup,225316.57,170252.91,55063.66,Online,
1037,2024-05-06 15:36:32,H-100,Hatch,85365.12,67593.31,17771.81,Parceiros,
1038,2024-05-07 15:13:09,X-700,SUV,248322.75,190421.39,57901.35,Showroom,
1039,2024-05-07 13:42:30,H-100,Hatch,86693.38,64145.2,22548.19,Online,
1040,2024-05-07 13:14:54,E-2,Elétrico,345491.64,261951.64,83540.0,Showroom,
1041,2024-05-07 09:06:22,P-800,Pickup,219444.91,160893.94,58550.97,Showroom,
1042,2024-05-08 13:54:35,P-800,Pickup,220446.75,172091.3,48355.45,Online,
1043,2024-05-08 17:23:07,P-800,Pickup,212384.14,161737.76,50646.39,Online,
1044,2024-05-08 17:48:17,X-700,SUV,244688.76,193451.38,51237.39,Showroom,
1045,2024-05-08 16:36:14,S-600,Sedan,198757.14,149048.77,49708.37,Parceiros,
1046,2024-05-08 17:51:27,P-900,Pickup,262889.54,212644.18,50245.36,Showroom,
1047,2024-05-08 15:54:35,E-2,Elétrico,334787.48,262414.42,72373.06,Showroom,
1048,2024-05-08 15:49:52,S-600,Sedan,180691.47,146965.69,33725.78,Showroom,
1049,2024-05-09 16:39:39,P-800,Pickup,214460.73,164254.46,50206.27,Online,
1050,2024-05-10 15:43:41,S-400,Sedan,134546.68,116182.01,18364.66,Online,
1051,2024-05-10 18:35:01,S-600,Sedan,202186.59,147991.56,54195.04,Showroom,
1052,2024-05-10 19:38:59,S-400,Sedan,157438.13,113104.36,44333.76,Showroom,
1053,2024-05-10 15:42:53,H-100,Hatch,85869.11,71005.62,14863.49,Showroom,
1054,2024-05-10 14:44:17,X-500,SUV,177947.75,140827.25,37120.5,Showroom,
1055,2024-05-10 12:01:11,S-400,Sedan,143651.74,115624.14,28027.6,Online,
1056,2024-05-10 15:17:44,S-400,Sedan,157500.97,120725.69,36775.28,Parceiros,
1057,2024-05-11 16:48:19,S-600,Sedan,207600.23,148226.3,59373.93,Parceiros,
1058,2024-05-11 13:58:21,X-700,SUV,253637.06,184648.08,68988.98,Showroom,
1059,2024-05-11 14:22:00,S-400,Sedan,145692.13,113630.08,32062.05,Showroom,
1060,2024-05-11 17:11:55,S-600,Sedan,195711.52,151871.27,43840.25,Showroom,
1061,2024-05-11 12:09:36,H-300,Hatch,115589.56,94500.93,21088.63,Showroom,
1062,2024-05-11 18:42:25,H-300,Hatch,111613.17,93246.96,18366.21,Showroom,
1063,2024-05-12 18:04:09,P-900,Pickup,292282.91,208760.28,83522.63,Showroom,
1064,2024-05-12 13:47:40,H-300,Hatch,114205.3,88545.85,25659.45,Online,
1065,2024-05-12 14:01:05,S-400,Sedan,143883.73,111147.05,32736.68,Showroom,
1066,2024-05-12 18:47:33,S-600,Sedan,212525.41,146494.41,66030.99,Showroom,
1067,2024-05-12 12:13:24,P-800,Pickup,212757.49,167289.15,45468.34,Showroom,
1068,2024-05-12 15:26:29,S-400,Sedan,139981.03,114943.96,25037.07,Online,
1069,2024-05-12 14:21:10,S-600,Sedan,205146.72,148304.23,56842.49,Online,
1070,2024-05-12 15:23:19,H-300,Hatch,111177.06,86590.52,24586.54,Showroom,
1071,2024-05-13 14:46:20,H-100,Hatch,95043.82,66438.33,28605.49,Online,
1072,2024-05-13 15:49:36,S-600,Sedan,185038.41,145868.05,39170.37,Online,
1073,2024-05-13 18:38:05,P-800,Pickup,242150.69,167783.14,74367.55,Parceiros,
1074,2024-05-13 17:56:03,X-500,SUV,187721.09,137241.96,50479.13,Showroom,
1075,2024-05-13 14:09:10,S-400,Sedan,138746.49,111329.86,27416.64,Showroom,
1076,2024-05-13 15:48:39,P-800,Pickup,217003.49,171106.94,45896.55,Showroom,
1077,2024-05-14 18:03:43,E-2,Elétrico,323574.28,260763.26,62811.02,Online,
1078,2024-05-14 09:05:17,S-400,Sedan,154908.79,112814.41,42094.38,Showroom,
1079,2024-05-15 16:28:42,S-600,Sedan,201983.94,149958.68,52025.26,Online,
1080,2024-05-15 15:27:31,X-500,SUV,165514.31,132175.9,33338.41,Parceiros,
1081,2024-05-15 20:38:28,S-400,Sedan,151921.28,116527.42,35393.85,Showroom,
1082,2024-05-16 14:26:17,S-400,Sedan,153263.09,111469.04,41794.05,Online,
1083,2024-05-16 15:13:48,X-500,SUV,170515.48,136732.65,33782.83,Online,
1084,2024-05-16 11:32:07,S-400,Sedan,151956.17,112416.19,39539.98,Online,
1085,2024-05-17 15:22:27,P-800,Pickup,202047.84,160520.51,41527.33,Showroom,
1086,2024-05-17 15:07:18,S-400,Sedan,145286.36,111512.37,33773.99,Parceiros,
1087,2024-05-17 15:43:43,X-500,SUV,178287.83,128935.34,49352.49,Showroom,
1088,2024-05-17 14:37:31,P-800,Pickup,199773.46,160967.15,38806.31,Online,
1089,2024-05-17 13:33:42,P-800,Pickup,207941.58,164664.04,43277.54,Showroom,
1090,2024-05-17 15:19:02,E-1,Elétrico,297644.45,237510.52,60133.93,Online,
1091,2024-05-17 13:14:25,E-2,Elétrico,360652.87,258112.6,102540.28,Parceiros,
1092,2024-05-17 11:38:03,X-700,SUV,258582.85,186649.77,71933.08,Online,
1093,2024-05-17 12:00:13,S-600,Sedan,213510.16,143193.62,70316.54,Parceiros,
1094,2024-05-17 15:19:13,E-2,Elétrico,343785.46,252265.35,91520.11,Parceiros,
1095,2024-05-17 09:49:08,S-600,Sedan,201028.59,150672.04,50356.55,Showroom,
1096,2024-05-17 16:48:16,S-400,Sedan,153423.77,111654.36,41769.41,Online,
1097,2024-05-17 14:18:20,X-500,SUV,162965.14,136261.54,26703.6,Parceiros,
1098,2024-05-17 11:07:00,X-700,SUV,250049.69,190832.69,59217.0,Showroom,
1099,2024-05-17 13:31:47,H-300,Hatch,118768.3,93020.08,25748.21,Showroom,
1100,2024-05-18 12:27:11,S-400,Sedan,145722.64,108520.51,37202.13,Showroom,
1101,2024-05-18 18:08:24,S-600,Sedan,198292.53,139171.93,59120.61,Showroom,
1102,2024-05-18 13:34:45,P-800,Pickup,211516.8,156218.85,55297.95,Showroom,
1103,2024-05-18 11:14:32,X-700,SUV,233572.87,191962.59,41610.28,Showroom,
1104,2024-05-18 14:35:53,X-700,SUV,249286.99,194159.93,55127.06,Online,
1105,2024-05-18 13:42:51,E-2,Elétrico,337791.71,254986.82,82804.89,Showroom,
1106,2024-05-18 18:22:04,S-400,Sedan,139876.7,118467.57,21409.13,Parceiros,
1107,2024-05-19 16:25:55,H-300,Hatch,130227.55,87008.1,43219.46,Showroom,
1108,2024-05-19 12:47:02,H-300,Hatch,119073.76,87675.54,31398.22,Showroom,
1109,2024-05-19 15:27:01,E-1,Elétrico,316352.75,219950.35,96402.4,Showroom,
1110,2024-05-20 10:29:58,P-800,Pickup,224542.79,163549.87,60992.91,Showroom,
1111,2024-05-20 17:04:55,P-800,Pickup,217983.69,164902.02,53081.67,Showroom,
1112,2024-05-20 19:20:36,S-400,Sedan,158881.36,115997.03,42884.33,Showroom,
1113,2024-05-20 14:27:36,S-600,Sedan,201341.66,151927.54,49414.12,Showroom,
1114,2024-05-20 15:25:45,X-500,SUV,192665.07,130105.21,62559.86,Online,
1115,2024-05-20 15:40:26,X-700,SUV,248393.17,183834.33,64558.84,Online,
1116,2024-05-21 14:18:07,S-600,Sedan,202955.61,151300.6,51655.01,Parceiros,
1117,2024-05-21 18:25:01,S-400,Sedan,148296.7,112021.57,36275.14,Showroom,
1118,2024-05-21 16:20:10,S-600,Sedan,197479.24,153024.16,44455.08,Online,
1119,2024-05-21 14:51:39,X-500,SUV,184541.24,137537.48,47003.76,Showroom,
1120,2024-05-21 17:29:53,S-400,Sedan,144988.98,109863.21,35125.78,Showroom,
1121,2024-05-21 13:44:58,S-400,Sedan,158389.74,112544.02,45845.72,Showroom,
1122,2024-05-21 17:23:05,X-500,SUV,182980.97,141553.68,41427.29,Showroom,
1123,2024-05-22 15:27:54,X-700,SUV,258091.66,178343.14,79748.52,Online,
1124,2024-05-22 15:06:15,S-400,Sedan,147260.69,106859.8,40400.89,Online,
1125,2024-05-22 12:27:37,H-300,Hatch,129842.38,86809.89,43032.5,Online,
1126,2024-05-22 18:25:33,E-1,Elétrico,299046.4,215206.24,83840.16,Showroom,
1127,2024-05-22 12:05:25,S-600,Sedan,181605.98,135957.55,45648.43,Parceiros,
1128,2024-05-22 16:55:19,P-800,Pickup,220346.41,168415.86,51930.54,Showroom,
1129,2024-05-22 15:47:21,P-800,Pickup,215284.58,165460.0,49824.57,Showroom,
1130,2024-05-22 16:14:21,X-700,SUV,237750.93,176489.97,61260.96,Showroom,
1131,2024-05-23 16:49:10,H-300,Hatch,114962.76,93285.82,21676.95,Showroom,
1132,2024-05-23 14:04:32,S-400,Sedan,158896.09,117698.59,41197.5,Showroom,
1133,2024-05-23 12:40:07,X-500,SUV,182019.75,137032.25,44987.5,Showroom,
1134,2024-05-23 09:33:32,S-400,Sedan,153070.79,111566.23,41504.56,Showroom,
1135,2024-05-24 16:12:57,X-500,SUV,178075.12,138929.78,39145.34,Showroom,
1136,2024-05-24 18:49:22,E-1,Elétrico,301151.44,215655.14,85496.3,Showroom,
1137,2024-05-24 18:22:46,P-800,Pickup,227254.85,173744.23,53510.61,Showroom,
1138,2024-05-24 15:52:41,X-500,SUV,177929.77,138928.91,39000.86,Showroom,
1139,2024-05-24 14:52:09,X-500,SUV,183513.3,134376.68,49136.61,Showroom,
1140,2024-05-24 16:15:06,S-600,Sedan,199498.31,144374.67,55123.64,Online,
1141,2024-05-24 19:09:16,P-900,Pickup,268647.48,212310.93,56336.56,Online,
1142,2024-05-25 19:12:11,S-400,Sedan,147451.81,113281.68,34170.13,Online,
1143,2024-05-25 15:38:09,P-900,Pickup,281048.06,218307.29,62740.77,Showroom,
1144,2024-05-25 16:48:48,S-400,Sedan,145443.23,117792.62,27650.62,Showroom,
1145,2024-05-25 13:41:04,H-300,Hatch,109909.63,89202.14,20707.48,Online,
1146,2024-05-25 11:11:49,S-600,Sedan,213784.67,146978.2,66806.48,Online,
1147,2024-05-25 15:40:31,S-600,Sedan,192948.18,152964.66,39983.52,Parceiros,
1148,2024-05-25 13:29:48,X-700,SUV,258674.04,191530.82,67143.23,Showroom,
1149,2024-05-25 15:36:48,E-1,Elétrico,300577.48,208879.03,91698.45,Showroom,
1150,2024-05-25 17:37:28,S-600,Sedan,186810.32,150090.48,36719.84,Showroom,
1151,2024-05-25 12:43:59,S-600,Sedan,198510.53,152288.96,46221.57,Showroom,
1152,2024-05-25 14:56:36,S-600,Sedan,194358.04,143276.83,51081.21,Showroom,
1153,2024-05-26 18:41:40,H-300,Hatch,121712.4,90377.98,31334.41,Showroom,
1154,2024-05-26 18:39:20,E-1,Elétrico,294001.5,219970.12,74031.38,Showroom,
1155,2024-05-26 15:55:40,E-2,Elétrico,347160.06,262300.39,84859.67,Online,
1156,2024-05-26 15:20:09,X-500,SUV,176911.15,126552.54,50358.61,Showroom,
1157,2024-05-26 18:28:04,P-900,Pickup,297923.01,208334.77,89588.24,Online,
1158,2024-05-26 12:30:28,X-500,SUV,187710.64,136612.1,51098.54,Showroom,
1159,2024-05-26 18:40:19,P-800,Pickup,217605.46,166902.18,50703.28,Online,
1160,2024-05-26 13:50:17,S-400,Sedan,146745.95,118312.27,28433.68,Showroom,
1161,2024-05-26 14:37:03,X-700,SUV,245998.74,173971.48,72027.26,Online,
1162,2024-05-27 16:22:32,S-400,Sedan,145694.38,111551.2,34143.18,Online,
1163,2024-05-27 15:04:19,H-300,Hatch,112525.55,91410.78,21114.77,Showroom,
1164,2024-05-27 12:29:28,S-600,Sedan,196161.25,150910.26,45250.99,Showroom,
1165,2024-05-27 16:02:03,S-600,Sedan,177305.02,149058.08,28246.95,Showroom,
1166,2024-05-28 10:23:53,E-1,Elétrico,314498.16,220434.75,94063.41,Online,
1167,2024-05-28 11:18:04,E-2,Elétrico,332826.8,251437.07,81389.73,Showroom,
1168,2024-05-28 19:41:55,E-2,Elétrico,337227.28,278048.37,59178.91,Showroom,
1169,2024-05-28 11:54:05,X-700,SUV,273605.46,186576.14,87029.32,Showroom,
1170,2024-05-28 15:39:38,X-700,SUV,240189.63,190882.08,49307.55,Showroom,
1171,2024-05-28 14:32:24,X-700,SUV,250364.88,191426.1,58938.78,Online,
1172,2024-05-29 16:29:37,H-300,Hatch,119171.51,91596.07,27575.44,Showroom,
1173,2024-05-29 15:35:50,S-600,Sedan,196704.96,142356.44,54348.53,Showroom,
1174,2024-05-29 15:47:57,H-100,Hatch,88718.23,67284.96,21433.28,Parceiros,
1175,2024-05-30 15:02:28,S-600,Sedan,176957.88,148375.46,28582.42,Online,
1176,2024-05-30 16:58:51,S-600,Sedan,202921.97,153026.34,49895.63,Showroom,
1177,2024-05-30 15:36:41,X-500,SUV,158082.19,137770.86,20311.33,Online,
1178,2024-05-30 14:12:20,X-500,SUV,196507.82,137423.51,59084.31,Showroom,
1179,2024-05-30 16:38:30,X-500,SUV,174627.95,128218.4,46409.55,Parceiros,
1180,2024-05-30 11:32:09,X-500,SUV,164119.97,136178.58,27941.39,Online,
1181,2024-05-30 11:03:28,X-700,SUV,236210.2,192115.61,44094.58,Online,
1182,2024-05-30 13:06:51,H-300,Hatch,109691.18,86752.43,22938.74,Showroom,
1183,2024-05-30 15:57:53,H-300,Hatch,122150.07,86769.29,35380.77,Parceiros,
1184,2024-05-30 15:21:45,S-400,Sedan,149554.74,116918.34,32636.41,Showroom,
1185,2024-05-30 13:05:32,S-400,Sedan,151823.51,110913.06,40910.45,Showroom,
1186,2024-05-30 14:41:11,H-300,Hatch,114594.18,83352.65,31241.53,Showroom,
1187,2024-05-31 13:02:15,S-600,Sedan,198413.49,150979.11,47434.38,Showroom,
1188,2024-05-31 12:45:28,S-400,Sedan,145233.44,113203.09,32030.35,Showroom,
1189,2024-05-31 13:28:33,H-300,Hatch,122928.57,94772.26,28156.32,Showroom,
1190,2024-05-31 13:33:39,H-300,Hatch,105577.99,93759.63,11818.36,Showroom,
1191,2024-05-31 13:10:23,H-300,Hatch,111654.64,88697.68,22956.96,Online,
1192,2024-05-31 14:23:58,S-600,Sedan,197722.8,153219.72,44503.08,Showroom,
1193,2024-05-31 14:18:24,S-400,Sedan,158927.64,117806.02,41121.62,Online,
1194,2024-05-31 14:26:49,P-800,Pickup,220412.96,170404.44,50008.52,Showroom,
1195,2024-06-01 15:21:43,P-900,Pickup,267487.56,207555.82,59931.74,Showroom,
1196,2024-06-01 19:38:03,S-600,Sedan,192151.24,157977.11,34174.13,Showroom,
1197,2024-06-02 15:50:40,P-900,Pickup,289042.47,203076.02,85966.45,Showroom,
1198,2024-06-02 19:41:21,P-800,Pickup,221793.73,159740.59,62053.14,Showroom,
1199,2024-06-02 17:04:21,S-400,Sedan,155042.92,113062.46,41980.46,Showroom,
1200,2024-06-02 17:06:35,E-2,Elétrico,354439.87,255434.12,99005.75,Showroom,
1201,2024-06-02 15:43:24,S-400,Sedan,150771.88,104690.1,46081.78,Showroom,
1202,2024-06-02 15:18:16,H-100,Hatch,96108.58,71128.13,24980.44,Showroom,
1203,2024-06-03 17:46:54,X-700,SUV,256161.05,192189.02,63972.03,Showroom,
1204,2024-06-03 11:42:58,S-400,Sedan,140725.03,111059.87,29665.16,Showroom,
1205,2024-06-03 17:38:55,S-600,Sedan,192834.27,153643.17,39191.09,Parceiros,
1206,2024-06-04 16:09:21,S-600,Sedan,206029.64,153578.34,52451.3,Showroom,
1207,2024-06-04 18:05:37,X-500,SUV,188781.42,135003.06,53778.36,Online,
1208,2024-06-04 15:42:09,X-500,SUV,179021.81,133467.98,45553.83,Online,
1209,2024-06-04 18:58:22,X-500,SUV,194879.79,137523.5,57356.28,Online,
1210,2024-06-04 16:19:41,H-100,Hatch,90424.26,65401.36,25022.9,Online,
1211,2024-06-04 13:44:42,S-400,Sedan,144021.65,112638.12,31383.53,Online,
1212,2024-06-04 13:25:08,P-800,Pickup,230325.96,158945.46,71380.5,Online,
1213,2024-06-05 15:38:45,X-700,SUV,232058.05,184241.13,47816.92,Showroom,
1214,2024-06-05 17:05:19,S-400,Sedan,149559.6,114007.06,35552.54,Online,
1215,2024-06-05 16:35:24,S-600,Sedan,201378.96,158804.74,42574.21,Showroom,
1216,2024-06-05 15:41:50,P-900,Pickup,283492.31,212515.14,70977.18,Showroom,
1217,2024-06-05 16:21:52,H-300,Hatch,119335.25,89212.98,30122.27,Showroom,
1218,2024-06-05 15:08:42,X-500,SUV,162310.0,132622.18,29687.81,Showroom,
1219,2024-06-06 16:44:53,S-400,Sedan,156151.74,115258.41,40893.33,Showroom,
1220,2024-06-06 16:47:43,H-300,Hatch,117871.39,90295.22,27576.17,Showroom,
1221,2024-06-06 16:58:33,P-800,Pickup,205204.84,160737.8,44467.04,Showroom,
1222,2024-06-06 15:05:41,H-300,Hatch,127103.52,88131.79,38971.74,Online,
1223,2024-06-07 11:42:27,E-1,Elétrico,294520.79,241118.78,53402.01,Showroom,
1224,2024-06-07 17:32:23,P-800,Pickup,207622.09,159587.02,48035.07,Online,
1225,2024-06-07 18:01:23,X-500,SUV,185188.06,128890.35,56297.71,Online,
1226,2024-06-07 14:19:11,H-300,Hatch,113567.65,93516.32,20051.33,Showroom,
1227,2024-06-07 10:13:21,E-2,Elétrico,326610.05,273026.18,53583.87,Online,
1228,2024-06-07 17:49:31,X-500,SUV,182027.33,141395.31,40632.01,Showroom,
1229,2024-06-07 11:12:14,X-500,SUV,177206.48,128731.4,48475.08,Showroom,
1230,2024-06-07 20:08:09,E-2,Elétrico,347628.29,268581.98,79046.31,Showroom,
1231,2024-06-07 18:04:18,S-600,Sedan,198372.96,146079.63,52293.33,Parceiros,
1232,2024-06-07 13:54:50,S-600,Sedan,207062.31,151025.96,56036.35,Showroom,
1233,2024-06-08 13:06:32,H-100,Hatch,100520.22,65756.97,34763.26,Showroom,
1234,2024-06-08 16:49:34,H-100,Hatch,85707.5,68417.84,17289.66,Showroom,
1235,2024-06-08 13:53:47,X-500,SUV,187401.15,131610.23,55790.92,Showroom,
1236,2024-06-08 11:56:33,P-900,Pickup,286471.67,202234.77,84236.9,Online,
1237,2024-06-09 14:02:42,H-100,Hatch,85482.68,69190.37,16292.31,Showroom,
1238,2024-06-09 18:21:56,S-400,Sedan,158174.29,110572.25,47602.03,Showroom,
1239,2024-06-09 18:49:39,S-600,Sedan,178608.86,149343.28,29265.58,Showroom,
1240,2024-06-09 15:08:38,X-500,SUV,166701.49,136043.28,30658.2,Showroom,
1241,2024-06-09 13:24:09,H-300,Hatch,117066.05,88337.51,28728.54,Online,
1242,2024-06-09 13:10:11,X-500,SUV,186521.33,136816.37,49704.96,Showroom,
1243,2024-06-09 15:53:44,X-500,SUV,166658.27,133477.46,33180.81,Showroom,
1244,2024-06-09 14:49:39,S-400,Sedan,151075.7,115441.39,35634.3,Parceiros,
1245,2024-06-09 17:51:57,S-400,Sedan,147272.9,118274.99,28997.91,Showroom,
1246,2024-06-10 16:10:46,S-400,Sedan,166787.65,109331.03,57456.62,Showroom,
1247,2024-06-10 11:28:02,S-400,Sedan,137031.13,119091.1,17940.03,Online,
1248,2024-06-10 15:26:23,S-600,Sedan,211230.53,151742.7,59487.83,Online,
1249,2024-06-10 17:43:46,X-500,SUV,189747.0,130640.66,59106.34,Showroom,
1250,2024-06-11 14:15:28,X-500,SUV,175029.65,130556.57,44473.08,Showroom,
1251,2024-06-11 15:39:18,X-500,SUV,180794.12,138944.32,41849.81,Online,
1252,2024-06-11 11:48:47,H-300,Hatch,117603.21,90348.81,27254.4,Showroom,
1253,2024-06-11 14:50:28,S-600,Sedan,194961.61,152522.94,42438.67,Showroom,
1254,2024-06-12 13:14:34,S-600,Sedan,199129.15,158459.44,40669.72,Online,
1255,2024-06-12 17:15:19,P-900,Pickup,269853.24,204485.23,65368.01,Showroom,
1256,2024-06-12 14:51:50,X-500,SUV,182620.82,133527.53,49093.3,Parceiros,
1257,2024-06-12 10:30:57,S-600,Sedan,210197.77,139340.89,70856.88,Online,
1258,2024-06-12 12:53:12,X-500,SUV,173196.44,136459.79,36736.65,Showroom,
1259,2024-06-12 11:23:43,S-400,Sedan,143604.28,114398.18,29206.1,Online,
1260,2024-06-13 14:36:28,S-400,Sedan,169784.11,113518.82,56265.29,Showroom,
1261,2024-06-13 12:29:49,S-600,Sedan,207589.44,151200.15,56389.29,Showroom,
1262,2024-06-13 18:18:49,S-400,Sedan,160623.09,115109.68,45513.4,Showroom,
1263,2024-06-13 11:24:32,S-400,Sedan,151132.75,110338.92,40793.82,Parceiros,
1264,2024-06-13 12:33:26,P-900,Pickup,293540.49,213112.06,80428.44,Showroom,
1265,2024-06-13 15:10:52,X-500,SUV,173029.85,133435.47,39594.38,Online,
1266,2024-06-13 20:12:51,S-600,Sedan,209102.16,149174.12,59928.03,Showroom,
1267,2024-06-13 12:38:08,H-300,Hatch,120218.83,92459.77,27759.06,Showroom,
1268,2024-06-13 13:55:16,E-1,Elétrico,313798.07,231877.73,81920.34,Online,
1269,2024-06-13 17:03:41,X-700,SUV,246017.3,179309.37,66707.93,Online,
1270,2024-06-13 16:30:55,P-800,Pickup,225561.14,167159.37,58401.77,Showroom,
1271,2024-06-14 12:23:35,S-400,Sedan,156606.86,112174.83,44432.03,Showroom,
1272,2024-06-14 16:59:06,H-100,Hatch,81236.96,69481.38,11755.58,Online,
1273,2024-06-14 13:45:54,S-400,Sedan,165553.34,109846.22,55707.12,Online,
1274,2024-06-14 15:33:54,H-300,Hatch,133948.19,88571.84,45376.35,Online,
1275,2024-06-14 14:07:18,P-900,Pickup,285641.22,212879.35,72761.87,Showroom,
1276,2024-06-15 11:05:48,H-300,Hatch,121066.67,89362.92,31703.75,Showroom,Feirão de Seminovos
1277,2024-06-15 19:10:17,S-400,Sedan,151042.72,112347.71,38695.0,Online,Feirão de Seminovos
1278,2024-06-15 12:28:57,S-400,Sedan,146759.67,118600.62,28159.05,Showroom,Feirão de Seminovos
1279,2024-06-15 19:32:09,H-100,Hatch,89353.53,67165.71,22187.82,Showroom,Feirão de Seminovos
1280,2024-06-15 13:53:27,H-300,Hatch,110074.94,87206.93,22868.01,Online,Feirão de Seminovos
1281,2024-06-15 19:05:58,S-600,Sedan,186462.45,153305.15,33157.31,Showroom,Feirão de Seminovos
1282,2024-06-15 14:14:52,X-700,SUV,249833.34,185572.28,64261.06,Parceiros,Feirão de Seminovos
1283,2024-06-15 16:28:56,S-400,Sedan,135135.27,107440.26,27695.0,Showroom,Feirão de Seminovos
1284,2024-06-15 15:22:59,H-300,Hatch,123745.73,86152.02,37593.71,Online,Feirão de Seminovos
1285,2024-06-15 13:01:26,S-400,Sedan,143843.41,111059.54,32783.87,Showroom,Feirão de Seminovos
1286,2024-06-15 16:03:25,X-500,SUV,183561.62,135571.68,47989.94,Online,Feirão de Seminovos
1287,2024-06-15 15:32:23,X-500,SUV,178454.94,139448.86,39006.07,Online,Feirão de Seminovos
1288,2024-06-15 15:15:24,E-2,Elétrico,345512.96,251970.53,93542.42,Showroom,Feirão de Seminovos
1289,2024-06-15 17:05:23,P-800,Pickup,214333.12,164373.73,49959.39,Parceiros,Feirão de Seminovos
1290,2024-06-15 17:14:01,H-300,Hatch,130209.4,89901.95,40307.45,Showroom,Feirão de Seminovos
1291,2024-06-15 16:20:59,S-600,Sedan,184098.58,147009.07,37089.51,Showroom,Feirão de Seminovos
1292,2024-06-15 16:06:53,X-700,SUV,227080.45,188965.15,38115.29,Showroom,Feirão de Seminovos
1293,2024-06-16 17:45:41,X-500,SUV,176708.91,137042.3,39666.61,Parceiros,Feirão de Seminovos
1294,2024-06-16 11:21:50,H-300,Hatch,128893.8,87212.31,41681.49,Parceiros,Feirão de Seminovos
1295,2024-06-16 12:09:08,S-400,Sedan,136471.87,113618.71,22853.16,Parceiros,Feirão de Seminovos
1296,2024-06-16 10:02:18,H-100,Hatch,92220.82,67220.62,25000.2,Online,Feirão de Seminovos
1297,2024-06-16 15:58:53,S-400,Sedan,141472.25,109726.37,31745.88,Parceiros,Feirão de Seminovos
1298,2024-06-16 14:30:44,P-800,Pickup,226296.24,160740.18,65556.06,Showroom,Feirão de Seminovos
1299,2024-06-16 14:53:08,S-400,Sedan,145284.97,103663.8,41621.17,Online,Feirão de Seminovos
1300,2024-06-16 13:48:45,S-400,Sedan,145283.27,118673.99,26609.28,Showroom,Feirão de Seminovos
1301,2024-06-17 18:30:28,H-100,Hatch,88021.35,66294.27,21727.08,Showroom,Feirão de Seminovos
1302,2024-06-17 14:39:00,S-600,Sedan,197271.55,154365.79,42905.77,Showroom,Feirão de Seminovos
1303,2024-06-17 14:57:05,X-700,SUV,264260.74,180865.08,83395.66,Showroom,Feirão de Seminovos
1304,2024-06-17 18:01:16,S-600,Sedan,196192.37,144287.41,51904.96,Showroom,Feirão de Seminovos
1305,2024-06-17 11:13:53,S-400,Sedan,145769.14,111249.79,34519.35,Online,Feirão de Seminovos
1306,2024-06-17 09:09:35,S-400,Sedan,153980.12,110260.9,43719.22,Showroom,Feirão de Seminovos
1307,2024-06-17 14:46:38,S-600,Sedan,228611.37,151342.22,77269.15,Showroom,Feirão de Seminovos
